"CODIBGE","REGIAO","UF","CIDADE","PAIS","LOCCIDADE","POPESTIMADA","POPCLASSE"
4305835,"Sul","RS","Coqueiro Baixo","Brasil","Coqueiro Baixo, RS",1559,"Até 5000"
4305850,"Sul","RS","Coqueiros do Sul","Brasil","Coqueiros do Sul, RS",2458,"Até 5000"
4305871,"Sul","RS","Coronel Barros","Brasil","Coronel Barros, RS",2559,"Até 5000"
4305900,"Sul","RS","Coronel Bicaco","Brasil","Coronel Bicaco, RS",7776,"5001 até 10000"
4305934,"Sul","RS","Coronel Pilar","Brasil","Coronel Pilar, RS",1728,"Até 5000"
4305959,"Sul","RS","Cotiporã","Brasil","Cotiporã, RS",4000,"Até 5000"
4305975,"Sul","RS","Coxilha","Brasil","Coxilha, RS",2876,"Até 5000"
4306007,"Sul","RS","Crissiumal","Brasil","Crissiumal, RS",14195,"10001 até 20000"
4306056,"Sul","RS","Cristal","Brasil","Cristal, RS",7831,"5001 até 10000"
4306072,"Sul","RS","Cristal do Sul","Brasil","Cristal do Sul, RS",2918,"Até 5000"
4306106,"Sul","RS","Cruz Alta","Brasil","Cruz Alta, RS",63463,"50001 até 100000"
4306130,"Sul","RS","Cruzaltense","Brasil","Cruzaltense, RS",2059,"Até 5000"
4306205,"Sul","RS","Cruzeiro do Sul","Brasil","Cruzeiro do Sul, RS",12258,"10001 até 20000"
4306304,"Sul","RS","David Canabarro","Brasil","David Canabarro, RS",4844,"Até 5000"
4306320,"Sul","RS","Derrubadas","Brasil","Derrubadas, RS",3102,"Até 5000"
4306353,"Sul","RS","Dezesseis de Novembro","Brasil","Dezesseis de Novembro, RS",2744,"Até 5000"
4306379,"Sul","RS","Dilermando de Aguiar","Brasil","Dilermando de Aguiar, RS",3130,"Até 5000"
4306403,"Sul","RS","Dois Irmãos","Brasil","Dois Irmãos, RS",30753,"20001 até 50000"
4306429,"Sul","RS","Dois Irmãos das Missões","Brasil","Dois Irmãos das Missões, RS",2158,"Até 5000"
4306452,"Sul","RS","Dois Lajeados","Brasil","Dois Lajeados, RS",3430,"Até 5000"
4306502,"Sul","RS","Dom Feliciano","Brasil","Dom Feliciano, RS",15279,"10001 até 20000"
4306551,"Sul","RS","Dom Pedro de Alcântara","Brasil","Dom Pedro de Alcântara, RS",2617,"Até 5000"
4306601,"Sul","RS","Dom Pedrito","Brasil","Dom Pedrito, RS",39822,"20001 até 50000"
4306700,"Sul","RS","Dona Francisca","Brasil","Dona Francisca, RS",3331,"Até 5000"
4306734,"Sul","RS","Doutor Maurício Cardoso","Brasil","Doutor Maurício Cardoso, RS",5110,"5001 até 10000"
4306759,"Sul","RS","Doutor Ricardo","Brasil","Doutor Ricardo, RS",2071,"Até 5000"
4306767,"Sul","RS","Eldorado do Sul","Brasil","Eldorado do Sul, RS",38581,"20001 até 50000"
4306809,"Sul","RS","Encantado","Brasil","Encantado, RS",22128,"20001 até 50000"
4306908,"Sul","RS","Encruzilhada do Sul","Brasil","Encruzilhada do Sul, RS",25872,"20001 até 50000"
4306924,"Sul","RS","Engenho Velho","Brasil","Engenho Velho, RS",1340,"Até 5000"
4306932,"Sul","RS","Entre-Ijuís","Brasil","Entre-Ijuís, RS",8981,"5001 até 10000"
4306957,"Sul","RS","Entre Rios do Sul","Brasil","Entre Rios do Sul, RS",3035,"Até 5000"
4306973,"Sul","RS","Erebango","Brasil","Erebango, RS",3066,"Até 5000"
4307005,"Sul","RS","Erechim","Brasil","Erechim, RS",103437,"100001 até 500000"
4307054,"Sul","RS","Ernestina","Brasil","Ernestina, RS",3215,"Até 5000"
4307104,"Sul","RS","Herval","Brasil","Herval, RS",6980,"5001 até 10000"
4307203,"Sul","RS","Erval Grande","Brasil","Erval Grande, RS",5170,"5001 até 10000"
4307302,"Sul","RS","Erval Seco","Brasil","Erval Seco, RS",7660,"5001 até 10000"
4307401,"Sul","RS","Esmeralda","Brasil","Esmeralda, RS",3313,"Até 5000"
4307450,"Sul","RS","Esperança do Sul","Brasil","Esperança do Sul, RS",3204,"Até 5000"
4307500,"Sul","RS","Espumoso","Brasil","Espumoso, RS",15843,"10001 até 20000"
4307559,"Sul","RS","Estação","Brasil","Estação, RS",6161,"5001 até 10000"
4307609,"Sul","RS","Estância Velha","Brasil","Estância Velha, RS",47287,"20001 até 50000"
4307708,"Sul","RS","Esteio","Brasil","Esteio, RS",84237,"50001 até 100000"
4307807,"Sul","RS","Estrela","Brasil","Estrela, RS",33140,"20001 até 50000"
4307815,"Sul","RS","Estrela Velha","Brasil","Estrela Velha, RS",3745,"Até 5000"
4307831,"Sul","RS","Eugênio de Castro","Brasil","Eugênio de Castro, RS",2699,"Até 5000"
4307864,"Sul","RS","Fagundes Varela","Brasil","Fagundes Varela, RS",2724,"Até 5000"
4307906,"Sul","RS","Farroupilha","Brasil","Farroupilha, RS",69542,"50001 até 100000"
4308003,"Sul","RS","Faxinal do Soturno","Brasil","Faxinal do Soturno, RS",6867,"5001 até 10000"
4308052,"Sul","RS","Faxinalzinho","Brasil","Faxinalzinho, RS",2523,"Até 5000"
4308078,"Sul","RS","Fazenda Vilanova","Brasil","Fazenda Vilanova, RS",4194,"Até 5000"
4308102,"Sul","RS","Feliz","Brasil","Feliz, RS",13273,"10001 até 20000"
4308201,"Sul","RS","Flores da Cunha","Brasil","Flores da Cunha, RS",29603,"20001 até 50000"
4308250,"Sul","RS","Floriano Peixoto","Brasil","Floriano Peixoto, RS",1958,"Até 5000"
4308300,"Sul","RS","Fontoura Xavier","Brasil","Fontoura Xavier, RS",10836,"10001 até 20000"
4308409,"Sul","RS","Formigueiro","Brasil","Formigueiro, RS",7053,"5001 até 10000"
4308433,"Sul","RS","Forquetinha","Brasil","Forquetinha, RS",2519,"Até 5000"
4308458,"Sul","RS","Fortaleza dos Valos","Brasil","Fortaleza dos Valos, RS",4588,"Até 5000"
4308508,"Sul","RS","Frederico Westphalen","Brasil","Frederico Westphalen, RS",30832,"20001 até 50000"
4308607,"Sul","RS","Garibaldi","Brasil","Garibaldi, RS",33624,"20001 até 50000"
4308656,"Sul","RS","Garruchos","Brasil","Garruchos, RS",3182,"Até 5000"
4308706,"Sul","RS","Gaurama","Brasil","Gaurama, RS",5878,"5001 até 10000"
4308805,"Sul","RS","General Câmara","Brasil","General Câmara, RS",8663,"5001 até 10000"
4308854,"Sul","RS","Gentil","Brasil","Gentil, RS",1705,"Até 5000"
4308904,"Sul","RS","Getúlio Vargas","Brasil","Getúlio Vargas, RS",16648,"10001 até 20000"
4309001,"Sul","RS","Giruá","Brasil","Giruá, RS",17069,"10001 até 20000"
4309050,"Sul","RS","Glorinha","Brasil","Glorinha, RS",7654,"5001 até 10000"
4309100,"Sul","RS","Gramado","Brasil","Gramado, RS",35047,"20001 até 50000"
4309126,"Sul","RS","Gramado dos Loureiros","Brasil","Gramado dos Loureiros, RS",2247,"Até 5000"
4309159,"Sul","RS","Gramado Xavier","Brasil","Gramado Xavier, RS",4251,"Até 5000"
4309209,"Sul","RS","Gravataí","Brasil","Gravataí, RS",275146,"100001 até 500000"
4309258,"Sul","RS","Guabiju","Brasil","Guabiju, RS",1600,"Até 5000"
4309308,"Sul","RS","Guaíba","Brasil","Guaíba, RS",99334,"50001 até 100000"
4309407,"Sul","RS","Guaporé","Brasil","Guaporé, RS",24836,"20001 até 50000"
4309506,"Sul","RS","Guarani das Missões","Brasil","Guarani das Missões, RS",8080,"5001 até 10000"
4309555,"Sul","RS","Harmonia","Brasil","Harmonia, RS",4664,"Até 5000"
4309571,"Sul","RS","Herveiras","Brasil","Herveiras, RS",3070,"Até 5000"
4309605,"Sul","RS","Horizontina","Brasil","Horizontina, RS",19338,"10001 até 20000"
4309654,"Sul","RS","Hulha Negra","Brasil","Hulha Negra, RS",6561,"5001 até 10000"
4309704,"Sul","RS","Humaitá","Brasil","Humaitá, RS",4988,"Até 5000"
4309753,"Sul","RS","Ibarama","Brasil","Ibarama, RS",4519,"Até 5000"
4309803,"Sul","RS","Ibiaçá","Brasil","Ibiaçá, RS",4846,"Até 5000"
4309902,"Sul","RS","Ibiraiaras","Brasil","Ibiraiaras, RS",7458,"5001 até 10000"
4309951,"Sul","RS","Ibirapuitã","Brasil","Ibirapuitã, RS",4155,"Até 5000"
4310009,"Sul","RS","Ibirubá","Brasil","Ibirubá, RS",20355,"20001 até 50000"
4310108,"Sul","RS","Igrejinha","Brasil","Igrejinha, RS",34903,"20001 até 50000"
4310207,"Sul","RS","Ijuí","Brasil","Ijuí, RS",83330,"50001 até 100000"
4310306,"Sul","RS","Ilópolis","Brasil","Ilópolis, RS",4202,"Até 5000"
4310330,"Sul","RS","Imbé","Brasil","Imbé, RS",20578,"20001 até 50000"
4310363,"Sul","RS","Imigrante","Brasil","Imigrante, RS",3157,"Até 5000"
4310405,"Sul","RS","Independência","Brasil","Independência, RS",6598,"5001 até 10000"
4310413,"Sul","RS","Inhacorá","Brasil","Inhacorá, RS",2312,"Até 5000"
4310439,"Sul","RS","Ipê","Brasil","Ipê, RS",6482,"5001 até 10000"
4310462,"Sul","RS","Ipiranga do Sul","Brasil","Ipiranga do Sul, RS",1975,"Até 5000"
4310504,"Sul","RS","Iraí","Brasil","Iraí, RS",7921,"5001 até 10000"
4310538,"Sul","RS","Itaara","Brasil","Itaara, RS",5384,"5001 até 10000"
4310553,"Sul","RS","Itacurubi","Brasil","Itacurubi, RS",3552,"Até 5000"
4310579,"Sul","RS","Itapuca","Brasil","Itapuca, RS",2295,"Até 5000"
4310603,"Sul","RS","Itaqui","Brasil","Itaqui, RS",39012,"20001 até 50000"
4310652,"Sul","RS","Itati","Brasil","Itati, RS",2583,"Até 5000"
4310702,"Sul","RS","Itatiba do Sul","Brasil","Itatiba do Sul, RS",3896,"Até 5000"
4310751,"Sul","RS","Ivorá","Brasil","Ivorá, RS",2104,"Até 5000"
4310801,"Sul","RS","Ivoti","Brasil","Ivoti, RS",22514,"20001 até 50000"
4310850,"Sul","RS","Jaboticaba","Brasil","Jaboticaba, RS",4082,"Até 5000"
4310876,"Sul","RS","Jacuizinho","Brasil","Jacuizinho, RS",2666,"Até 5000"
4310900,"Sul","RS","Jacutinga","Brasil","Jacutinga, RS",3704,"Até 5000"
4311007,"Sul","RS","Jaguarão","Brasil","Jaguarão, RS",28156,"20001 até 50000"
4311106,"Sul","RS","Jaguari","Brasil","Jaguari, RS",11514,"10001 até 20000"
4311122,"Sul","RS","Jaquirana","Brasil","Jaquirana, RS",4083,"Até 5000"
4311130,"Sul","RS","Jari","Brasil","Jari, RS",3645,"Até 5000"
4311155,"Sul","RS","Jóia","Brasil","Jóia, RS",8679,"5001 até 10000"
4311205,"Sul","RS","Júlio de Castilhos","Brasil","Júlio de Castilhos, RS",20012,"20001 até 50000"
4311239,"Sul","RS","Lagoa Bonita do Sul","Brasil","Lagoa Bonita do Sul, RS",2852,"Até 5000"
4311254,"Sul","RS","Lagoão","Brasil","Lagoão, RS",6516,"5001 até 10000"
4311270,"Sul","RS","Lagoa dos Três Cantos","Brasil","Lagoa dos Três Cantos, RS",1650,"Até 5000"
4311304,"Sul","RS","Lagoa Vermelha","Brasil","Lagoa Vermelha, RS",28454,"20001 até 50000"
4311403,"Sul","RS","Lajeado","Brasil","Lajeado, RS",79819,"50001 até 100000"
4311429,"Sul","RS","Lajeado do Bugre","Brasil","Lajeado do Bugre, RS",2596,"Até 5000"
4311502,"Sul","RS","Lavras do Sul","Brasil","Lavras do Sul, RS",7807,"5001 até 10000"
4311601,"Sul","RS","Liberato Salzano","Brasil","Liberato Salzano, RS",5686,"5001 até 10000"
4311627,"Sul","RS","Lindolfo Collor","Brasil","Lindolfo Collor, RS",5765,"5001 até 10000"
4311643,"Sul","RS","Linha Nova","Brasil","Linha Nova, RS",1712,"Até 5000"
4311700,"Sul","RS","Machadinho","Brasil","Machadinho, RS",5640,"5001 até 10000"
4311718,"Sul","RS","Maçambara","Brasil","Maçambara, RS",4804,"Até 5000"
4311734,"Sul","RS","Mampituba","Brasil","Mampituba, RS",3079,"Até 5000"
4311759,"Sul","RS","Manoel Viana","Brasil","Manoel Viana, RS",7383,"5001 até 10000"
4311775,"Sul","RS","Maquiné","Brasil","Maquiné, RS",7016,"5001 até 10000"
4311791,"Sul","RS","Maratá","Brasil","Maratá, RS",2677,"Até 5000"
4311809,"Sul","RS","Marau","Brasil","Marau, RS",41059,"20001 até 50000"
4311908,"Sul","RS","Marcelino Ramos","Brasil","Marcelino Ramos, RS",4941,"Até 5000"
4311981,"Sul","RS","Mariana Pimentel","Brasil","Mariana Pimentel, RS",3932,"Até 5000"
4312005,"Sul","RS","Mariano Moro","Brasil","Mariano Moro, RS",2190,"Até 5000"
4312054,"Sul","RS","Marques de Souza","Brasil","Marques de Souza, RS",4159,"Até 5000"
4312104,"Sul","RS","Mata","Brasil","Mata, RS",5124,"5001 até 10000"
4312138,"Sul","RS","Mato Castelhano","Brasil","Mato Castelhano, RS",2574,"Até 5000"
4312153,"Sul","RS","Mato Leitão","Brasil","Mato Leitão, RS",4276,"Até 5000"
4312179,"Sul","RS","Mato Queimado","Brasil","Mato Queimado, RS",1780,"Até 5000"
4312203,"Sul","RS","Maximiliano de Almeida","Brasil","Maximiliano de Almeida, RS",4804,"Até 5000"
4312252,"Sul","RS","Minas do Leão","Brasil","Minas do Leão, RS",8059,"5001 até 10000"
4312302,"Sul","RS","Miraguaí","Brasil","Miraguaí, RS",4975,"Até 5000"
4312351,"Sul","RS","Montauri","Brasil","Montauri, RS",1545,"Até 5000"
4312377,"Sul","RS","Monte Alegre dos Campos","Brasil","Monte Alegre dos Campos, RS",3249,"Até 5000"
4312385,"Sul","RS","Monte Belo do Sul","Brasil","Monte Belo do Sul, RS",2689,"Até 5000"
4312401,"Sul","RS","Montenegro","Brasil","Montenegro, RS",63868,"50001 até 100000"
4312427,"Sul","RS","Mormaço","Brasil","Mormaço, RS",2986,"Até 5000"
4312443,"Sul","RS","Morrinhos do Sul","Brasil","Morrinhos do Sul, RS",3166,"Até 5000"
4312450,"Sul","RS","Morro Redondo","Brasil","Morro Redondo, RS",6566,"5001 até 10000"
4312476,"Sul","RS","Morro Reuter","Brasil","Morro Reuter, RS",6183,"5001 até 10000"
4312500,"Sul","RS","Mostardas","Brasil","Mostardas, RS",12794,"10001 até 20000"
4312609,"Sul","RS","Muçum","Brasil","Muçum, RS",5006,"5001 até 10000"
4312617,"Sul","RS","Muitos Capões","Brasil","Muitos Capões, RS",3156,"Até 5000"
4312625,"Sul","RS","Muliterno","Brasil","Muliterno, RS",1903,"Até 5000"
4312658,"Sul","RS","Não-Me-Toque","Brasil","Não-Me-Toque, RS",17185,"10001 até 20000"
4312674,"Sul","RS","Nicolau Vergueiro","Brasil","Nicolau Vergueiro, RS",1752,"Até 5000"
4312708,"Sul","RS","Nonoai","Brasil","Nonoai, RS",12247,"10001 até 20000"
4312757,"Sul","RS","Nova Alvorada","Brasil","Nova Alvorada, RS",3481,"Até 5000"
4312807,"Sul","RS","Nova Araçá","Brasil","Nova Araçá, RS",4471,"Até 5000"
4312906,"Sul","RS","Nova Bassano","Brasil","Nova Bassano, RS",9599,"5001 até 10000"
4312955,"Sul","RS","Nova Boa Vista","Brasil","Nova Boa Vista, RS",1932,"Até 5000"
4313003,"Sul","RS","Nova Bréscia","Brasil","Nova Bréscia, RS",3344,"Até 5000"
4313011,"Sul","RS","Nova Candelária","Brasil","Nova Candelária, RS",2807,"Até 5000"
4313037,"Sul","RS","Nova Esperança do Sul","Brasil","Nova Esperança do Sul, RS",5125,"5001 até 10000"
4313060,"Sul","RS","Nova Hartz","Brasil","Nova Hartz, RS",20405,"20001 até 50000"
4313086,"Sul","RS","Nova Pádua","Brasil","Nova Pádua, RS",2568,"Até 5000"
4313102,"Sul","RS","Nova Palma","Brasil","Nova Palma, RS",6605,"5001 até 10000"
4313201,"Sul","RS","Nova Petrópolis","Brasil","Nova Petrópolis, RS",20675,"20001 até 50000"
4313300,"Sul","RS","Nova Prata","Brasil","Nova Prata, RS",25559,"20001 até 50000"
4313334,"Sul","RS","Nova Ramada","Brasil","Nova Ramada, RS",2417,"Até 5000"
4313359,"Sul","RS","Nova Roma do Sul","Brasil","Nova Roma do Sul, RS",3603,"Até 5000"
4313375,"Sul","RS","Nova Santa Rita","Brasil","Nova Santa Rita, RS",26450,"20001 até 50000"
4313391,"Sul","RS","Novo Cabrais","Brasil","Novo Cabrais, RS",4125,"Até 5000"
4313409,"Sul","RS","Novo Hamburgo","Brasil","Novo Hamburgo, RS",249508,"100001 até 500000"
4313425,"Sul","RS","Novo Machado","Brasil","Novo Machado, RS",3757,"Até 5000"
4313441,"Sul","RS","Novo Tiradentes","Brasil","Novo Tiradentes, RS",2312,"Até 5000"
4313466,"Sul","RS","Novo Xingu","Brasil","Novo Xingu, RS",1790,"Até 5000"
4313490,"Sul","RS","Novo Barreiro","Brasil","Novo Barreiro, RS",4181,"Até 5000"
4313508,"Sul","RS","Osório","Brasil","Osório, RS",44468,"20001 até 50000"
4313607,"Sul","RS","Paim Filho","Brasil","Paim Filho, RS",4172,"Até 5000"
4313656,"Sul","RS","Palmares do Sul","Brasil","Palmares do Sul, RS",11449,"10001 até 20000"
4313706,"Sul","RS","Palmeira das Missões","Brasil","Palmeira das Missões, RS",34844,"20001 até 50000"
4313805,"Sul","RS","Palmitinho","Brasil","Palmitinho, RS",7184,"5001 até 10000"
4313904,"Sul","RS","Panambi","Brasil","Panambi, RS",41781,"20001 até 50000"
4313953,"Sul","RS","Pantano Grande","Brasil","Pantano Grande, RS",9845,"5001 até 10000"
4314001,"Sul","RS","Paraí","Brasil","Paraí, RS",7404,"5001 até 10000"
4314027,"Sul","RS","Paraíso do Sul","Brasil","Paraíso do Sul, RS",7677,"5001 até 10000"
4314035,"Sul","RS","Pareci Novo","Brasil","Pareci Novo, RS",3760,"Até 5000"
4314050,"Sul","RS","Parobé","Brasil","Parobé, RS",56277,"50001 até 100000"
4314068,"Sul","RS","Passa Sete","Brasil","Passa Sete, RS",5554,"5001 até 10000"
4314076,"Sul","RS","Passo do Sobrado","Brasil","Passo do Sobrado, RS",6430,"5001 até 10000"
4314100,"Sul","RS","Passo Fundo","Brasil","Passo Fundo, RS",198799,"100001 até 500000"
4314134,"Sul","RS","Paulo Bento","Brasil","Paulo Bento, RS",2308,"Até 5000"
4314159,"Sul","RS","Paverama","Brasil","Paverama, RS",8485,"5001 até 10000"
4314175,"Sul","RS","Pedras Altas","Brasil","Pedras Altas, RS",2168,"Até 5000"
4314209,"Sul","RS","Pedro Osório","Brasil","Pedro Osório, RS",7999,"5001 até 10000"
4314308,"Sul","RS","Pejuçara","Brasil","Pejuçara, RS",4043,"Até 5000"
4314407,"Sul","RS","Pelotas","Brasil","Pelotas, RS",344385,"100001 até 500000"
4314423,"Sul","RS","Picada Café","Brasil","Picada Café, RS",5595,"5001 até 10000"
4314456,"Sul","RS","Pinhal","Brasil","Pinhal, RS",2616,"Até 5000"
4314464,"Sul","RS","Pinhal da Serra","Brasil","Pinhal da Serra, RS",2104,"Até 5000"
4314472,"Sul","RS","Pinhal Grande","Brasil","Pinhal Grande, RS",4544,"Até 5000"
4314498,"Sul","RS","Pinheirinho do Vale","Brasil","Pinheirinho do Vale, RS",4803,"Até 5000"
4314506,"Sul","RS","Pinheiro Machado","Brasil","Pinheiro Machado, RS",12913,"10001 até 20000"
4314548,"Sul","RS","Pinto Bandeira","Brasil","Pinto Bandeira, RS",2868,"Até 5000"
4314555,"Sul","RS","Pirapó","Brasil","Pirapó, RS",2625,"Até 5000"
4314605,"Sul","RS","Piratini","Brasil","Piratini, RS",20799,"20001 até 50000"
4314704,"Sul","RS","Planalto","Brasil","Planalto, RS",10623,"10001 até 20000"
4314753,"Sul","RS","Poço das Antas","Brasil","Poço das Antas, RS",2112,"Até 5000"
4314779,"Sul","RS","Pontão","Brasil","Pontão, RS",3990,"Até 5000"
4314787,"Sul","RS","Ponte Preta","Brasil","Ponte Preta, RS",1706,"Até 5000"
4314803,"Sul","RS","Portão","Brasil","Portão, RS",34692,"20001 até 50000"
4314902,"Sul","RS","Porto Alegre","Brasil","Porto Alegre, RS",1484941,"Maior que 500000"
4315008,"Sul","RS","Porto Lucena","Brasil","Porto Lucena, RS",5227,"5001 até 10000"
4315057,"Sul","RS","Porto Mauá","Brasil","Porto Mauá, RS",2536,"Até 5000"
4315073,"Sul","RS","Porto Vera Cruz","Brasil","Porto Vera Cruz, RS",1676,"Até 5000"
4315107,"Sul","RS","Porto Xavier","Brasil","Porto Xavier, RS",10718,"10001 até 20000"
4315131,"Sul","RS","Pouso Novo","Brasil","Pouso Novo, RS",1819,"Até 5000"
4315149,"Sul","RS","Presidente Lucena","Brasil","Presidente Lucena, RS",2752,"Até 5000"
4315156,"Sul","RS","Progresso","Brasil","Progresso, RS",6379,"5001 até 10000"
4315172,"Sul","RS","Protásio Alves","Brasil","Protásio Alves, RS",2034,"Até 5000"
4315206,"Sul","RS","Putinga","Brasil","Putinga, RS",4159,"Até 5000"
4315305,"Sul","RS","Quaraí","Brasil","Quaraí, RS",23532,"20001 até 50000"
4315313,"Sul","RS","Quatro Irmãos","Brasil","Quatro Irmãos, RS",1856,"Até 5000"
4315321,"Sul","RS","Quevedos","Brasil","Quevedos, RS",2824,"Até 5000"
4315354,"Sul","RS","Quinze de Novembro","Brasil","Quinze de Novembro, RS",3826,"Até 5000"
4315404,"Sul","RS","Redentora","Brasil","Redentora, RS",11187,"10001 até 20000"
4315453,"Sul","RS","Relvado","Brasil","Relvado, RS",2187,"Até 5000"
4315503,"Sul","RS","Restinga Seca","Brasil","Restinga Seca, RS",16315,"10001 até 20000"
4315552,"Sul","RS","Rio dos Índios","Brasil","Rio dos Índios, RS",3317,"Até 5000"
4315602,"Sul","RS","Rio Grande","Brasil","Rio Grande, RS",209378,"100001 até 500000"
4315701,"Sul","RS","Rio Pardo","Brasil","Rio Pardo, RS",39000,"20001 até 50000"
4315750,"Sul","RS","Riozinho","Brasil","Riozinho, RS",4607,"Até 5000"
4315800,"Sul","RS","Roca Sales","Brasil","Roca Sales, RS",11101,"10001 até 20000"
4315909,"Sul","RS","Rodeio Bonito","Brasil","Rodeio Bonito, RS",5967,"5001 até 10000"
4315958,"Sul","RS","Rolador","Brasil","Rolador, RS",2515,"Até 5000"
4316006,"Sul","RS","Rolante","Brasil","Rolante, RS",20920,"20001 até 50000"
4316105,"Sul","RS","Ronda Alta","Brasil","Ronda Alta, RS",10695,"10001 até 20000"
4316204,"Sul","RS","Rondinha","Brasil","Rondinha, RS",5497,"5001 até 10000"
4316303,"Sul","RS","Roque Gonzales","Brasil","Roque Gonzales, RS",7245,"5001 até 10000"
4316402,"Sul","RS","Rosário do Sul","Brasil","Rosário do Sul, RS",40727,"20001 até 50000"
4316428,"Sul","RS","Sagrada Família","Brasil","Sagrada Família, RS",2676,"Até 5000"
4316436,"Sul","RS","Saldanha Marinho","Brasil","Saldanha Marinho, RS",2849,"Até 5000"
4316451,"Sul","RS","Salto do Jacuí","Brasil","Salto do Jacuí, RS",12490,"10001 até 20000"
4316477,"Sul","RS","Salvador das Missões","Brasil","Salvador das Missões, RS",2776,"Até 5000"
4316501,"Sul","RS","Salvador do Sul","Brasil","Salvador do Sul, RS",7434,"5001 até 10000"
4316600,"Sul","RS","Sananduva","Brasil","Sananduva, RS",16237,"10001 até 20000"
4316709,"Sul","RS","Santa Bárbara do Sul","Brasil","Santa Bárbara do Sul, RS",8694,"5001 até 10000"
4316733,"Sul","RS","Santa Cecília do Sul","Brasil","Santa Cecília do Sul, RS",1695,"Até 5000"
4316758,"Sul","RS","Santa Clara do Sul","Brasil","Santa Clara do Sul, RS",6285,"5001 até 10000"
4316808,"Sul","RS","Santa Cruz do Sul","Brasil","Santa Cruz do Sul, RS",127429,"100001 até 500000"
4316907,"Sul","RS","Santa Maria","Brasil","Santa Maria, RS",278445,"100001 até 500000"
